collection,contract,tokenId,buyer,seller,price_eth,marketplace,block,timestamp,txhash
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8463,0x4a8bdd15bdb8b1ab534d39c9f8d65a36011029f4,0x7c1958ba95ab3170f6069dadf4de304b0c00000c,41.77,seaport,18542838,1699635082,0xf65afb7eeba4a36a796bea3a74cf56f5c6bca4fe3721e6fb8e767dffd3270cc1
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3818,0x04331bfe69b1f06bd47a179bcacf4c55ea9c31a8,0x441c5d77fb66c185235844a1036e02b8c425d7e3,42.0,x2y2,18542463,1699630549,0x0bb7123159fcc03ca43ee948ff9e3e4001726498a5815bc9e7c42a6b1a0b24b6
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6342,0xb68d759d6c34bf631c172609a2ee0d63078a12ef,0xf7225294b6c87790880926821378f39c60c8baff,55.0,x2y2,18542387,1699629631,0xca3d05fb2e06d338202c8f562b38fb6140b8865da7f9db2706940a3f2f66b572
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5828,0xa4fb0e1f6ad0a87a3ec2427ca3a944c42d19d1ca,0x55ab7ec373fd9f3c0cfe027f08ec68d8e5e014a8,35.0,seaport,18542093,1699626076,0xd88c79e20fe1a47b4700b0df1f0d1a5b6b3b47398a1ac1eb21f91f34dc9aad36
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5388,0xe90b4d9a1b5995261e721f268a2a0f12bb835951,0xcb415344cd0fc552ce7b48ee9375991ff5865895,37.0,seaport,18541177,1699615003,0x740906cf0082f31d94af0326ea1b29d438f947dc6c61ecfc2bd7acfc9ab6ef52
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3801,0xb806136280f083bd41756b7426daa368f35a2dea,0xedda2f91168dd41b08ed1abd8ffd69ec2c08f767,32.33,seaport,18540272,1699604063,0xdfb98e21d6a07fd007026d3b5fff8a6171b706fb5dd30be572435217beefe2ae
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2422,0x0ac60a82f333d41586ede6cca2e2c475cf10d206,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,33.74,seaport,18539343,1699592833,0x8f96f632c6c2979cff03574d9738c2fa6e270f0826e855a5a0b253e210f9b7f5
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7604,0x969fa39f580aa68e72959fa279c8576da34e56d9,0xdc3d1c1de687cfaa8f8de2f37cd181c2ae3a9dfd,37.99,seaport,18538482,1699582425,0xe6960305d96aa759cd6ff458504c1c630fb1490d6a6b3e0b2660018c204ee1e7
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,945,0xc4d469c1419bd07d7223ab4ecedbfa639bb87233,0x2e7573445b46a305f6b80f86ba56e788b2db7e68,32.6,seaport,18538255,1699579681,0x395a5611d047444d34341674be8f8b3f2a7b78656e02df3b8059b9b29b080797
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7844,0x55e54e3af4e3df2352d8005a7f883e2c125ca0b3,0x55e54e3af4e3df2352d8005a7f883e2c125ca0b3,29.35994,seaport,18537953,1699576030,0xc1880eb21ba5ef6b912a5ea1e1f8b9627d87fc8d8e588fb5d34d54d796fed1c2
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7844,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0x55e54e3af4e3df2352d8005a7f883e2c125ca0b3,32.45046,seaport,18537953,1699576030,0xc1880eb21ba5ef6b912a5ea1e1f8b9627d87fc8d8e588fb5d34d54d796fed1c2
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3720,0xe7e4f6a7b691af6d678335df2c1e2d4cb2dc16cf,0xc4d469c1419bd07d7223ab4ecedbfa639bb87233,35.99,seaport,18537464,1699570119,0x298f36fdb5eb7de88c3b8fd325ad722cbffb086adb45e71440a14542e6804620
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8381,0x69986d5af481c14ca1351c8f330a34a0afcd90bd,0xd8b9c8951dd24019ee4e0d5902ac18530f3f7b21,32.724,x2y2,18536735,1699561306,0x2d2c7dd06e2be906f8707046a376c2e8845873a71f8ca378a204258ba5a6936f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3676,0xf4de4109175334d200e26da1324e80b215cc3b6f,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0.69,seaport,18536676,1699560593,0x220179730056d2c6cf4bb565a16ba66744acf2fcc3816944bac67e75cf5a6006
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1312,0xc1710053e48ce4fa1d7e39a0388fdbd297b40db8,0xfef05f6fa3a5f6463902e8f6325f4d633b4c0218,34.0,x2y2,18536148,1699554210,0x23520c15ea10373aa88da1118478a940385ec6ff78cbe836195a883b64d938f6
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2245,0x1bb35a7c55e90188e3cf31034c80a884c1edd922,0x69986d5af481c14ca1351c8f330a34a0afcd90bd,2.5,seaport,18535399,1699545156,0xb49d9cb256b1a0ea5b9d4ba1f55a6769319320c038d85020014f78a4ee3ce679
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7216,0xfd07481b85118b322a0921bcc3c65db242cf272d,0x43f6804e203a6e96ace054784973073daea68246,32.5,seaport,18534152,1699530081,0x227929b067546e3501e0dafc256ab4e7862c1359a31a272e6d331bb242f5bd84
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3881,0x6678980412c45d8f3ce85e2777e8cd06090fcaae,0x1e04bfb945dfa23ed8bdea67947ca0d7b5fff75d,32.25,seaport,18533489,1699522067,0x1f1a9b254121f1790213ec3a0799ddb1189e02430d9f3787633e568ef9ff7e54
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4990,0xde02fffb824720e25674a604baf2277f21c66a0f,0xb7fe14738b6952a63d6b47244d16ec5add29033e,32.0,seaport,18533481,1699521970,0x32f04fd736df3cbb28ce67ec53014a87ad9203e1d37aefd28faf58d17109f446
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9629,0x8639eb2f2e9db036b57ff1eaf4643cedaf2e0f65,0x691ea013171fa2c0a5f98ab32393703aaf1ac051,32.0,seaport,18533439,1699521462,0x5be4286fe7b110fba0583ca7c0f910c2c7728e074e1e287bd1d7d0bfa1614006
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7123,0x07557f6138ed55485d82d64eea175043e4f2bbb4,0x2e7573445b46a305f6b80f86ba56e788b2db7e68,33.75,x2y2,18533297,1699519744,0x5515f07472cfffc4917eff5b2105c9142dd2f66edf72b05cddab8db302de4b16
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4768,0x04ee22568b4abbff87a6827bc4f801b81d99146b,0xd1395ae3cad3d3a7c7ba923479f56bc2ad12e515,31.777,seaport,18532691,1699512412,0x1f649cefbee0e3b1e91aa56c2f79bb4c11e47926953b670473c6fb1b584653b5
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2197,0x6d596fdfd3381ebb5ecd526ebcaec8cc2ba019ff,0x2cd3abaddbfc2a487a0c471056f31663f60087de,31.99,seaport,18532600,1699511311,0x4a93d063d1ab49b6fa2924b10c87938927b8985097bc27495e2b5cb4d3011182
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6099,0xde02fffb824720e25674a604baf2277f21c66a0f,0x8fdd38fbff8a5169397f180807c4550e39599899,31.0,seaport,18532464,1699509666,0x331d7db27bfad6468c9891ff6fc1f6f032934013b85ab5a624b344eea0f7084b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3793,0x5f1ee29361206f1a129e808736f11598356c6031,0x5ef0f3c15b2371e7355f5b6594f706ab7417655e,31.0,seaport,18532460,1699509618,0x69a1fe0124add0e54c504438644d8d621c8720ce858bccb674ca835a2c6d9a90
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2841,0xc4d504682a0c4a1e739847cd3b0ea6b42cd9646a,0xcafba4ca4a4886ae0938cc8ef91b605db9e4bf08,32.59,seaport,18531123,1699493442,0xf79228274360795deb8ab74874066ab603ea572a537791324ad3411d68794de5
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6679,0x7a1d99c12c22fd8b64e62b1fbfc4677140f0cf8f,0x7a1d99c12c22fd8b64e62b1fbfc4677140f0cf8f,29.34945,seaport,18528849,1699465931,0x7b4497c37337738da7d13b42d425dc14d8ad00a7a6310d2ebfd4e4c10cce715e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6679,0x0097b9cfe64455eed479292671a1121f502bc954,0x7a1d99c12c22fd8b64e62b1fbfc4677140f0cf8f,30.85455,seaport,18528849,1699465931,0x7b4497c37337738da7d13b42d425dc14d8ad00a7a6310d2ebfd4e4c10cce715e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3563,0x9646aa0f9152c126b42f7ce4698f35fa700c8cde,0x86b4d38e451c707e4914ffceab9479e3a8685f98,38.0,seaport,18523863,1699405610,0x796d3309087f82d3884db2c15098f3f6be7e53f1aa4be07056ba2bd8c2a062b0
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7577,0x6b596068368e4516c88a9c0b7f52d98bab43028a,0x69986d5af481c14ca1351c8f330a34a0afcd90bd,32.99,seaport,18521522,1699377289,0x3f3f3df35da70ec7bb94b80c77d122a3ac9d88a37fd1fc0c54b321c1d9a42407
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2300,0x708ed7b90dce15a1b479f27539a3801cc70d9268,0x11e5f31fd0e62654912eaea3d403b5a761fb6fd4,31.73,seaport,18520982,1699370756,0xd693221a3b716beff6ed720b38df42ac4ca2de2dc0642c8441da2b5c270e2bdb
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,981,0x6d0267156f1c6ce44caa4bf129b76009d3d41830,0x4341f1bdd076760013ffc1aeff9fcf1c2c815fab,39.0,x2y2,18520503,1699364961,0xa6a74646b21997ac0e1556eff990d6d02e493974be5801b9ae163cfb0e1f58db
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4995,0x69986d5af481c14ca1351c8f330a34a0afcd90bd,0x1e30f1bf8559090ab5a6b219efd98f8c275b2715,35.0,x2y2,18519766,1699356045,0x7cbcc7e99dbba85f70b9e7658d4ffa48e64ec8b8afc8414a126152f72ff55e20
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4249,0x56e106c1aa3ba30888a6c6a577ac895bb01111ac,0x5e525f13ebec9a839e7a5d69a901c726110ef179,29.69,seaport,18519303,1699350443,0xe4685806d19fafda4044442103a54f5bc415e62d507ebf76cb86f6387f624101
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4389,0xeb4a487c89cf7fe5aad5a975e8c576a6e9ab68bc,0x9f195fc8c58695ca1c34c9f29d52c950a6b2418f,37.99,seaport,18514865,1699296752,0x0e032b5a0f94c289dcdce6720fd62bca5ad496c71e3354701d4194058176b4eb
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6153,0xfef05f6fa3a5f6463902e8f6325f4d633b4c0218,0x6d0267156f1c6ce44caa4bf129b76009d3d41830,31.2,x2y2,18514751,1699295373,0xdff98cb24643eb26cfaf7f3909d61b3fc36e4b5858f60e7109791de3a257dc74
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,28,0xcb415344cd0fc552ce7b48ee9375991ff5865895,0xb20b93921640007f1d752d3f5f44a267ab3f67b2,30.0,seaport,18514025,1699286590,0x90f18b0d15ad1f0ba2c04a4d023e5bc3e76f5c7e01ecf27012fc2bf16fc558d5
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,429,0xec19ccb2bf9273574f23e0345f540ffc15b73619,0xe5c3a3bad46475dd53100cdbecb0a7541aba0391,28.89,seaport,18513528,1699280577,0x8ba6891ded6c5b8a2ead2ca6b71ec1429658c7382eb2a97c18c10413d67b85d3
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5698,0x3e9bc6492429bcc2367d3271dce1a941551aa7c4,0x3e9bc6492429bcc2367d3271dce1a941551aa7c4,26.93457,seaport,18511142,1699251711,0x7d37a94f881fe9902292af2c884151302fde38bedffbe7daffa66458fb844b6b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5698,0x41af51792cdcfab9bdc0239f1d1c274e0b2682ae,0x3e9bc6492429bcc2367d3271dce1a941551aa7c4,28.31583,seaport,18511142,1699251711,0x7d37a94f881fe9902292af2c884151302fde38bedffbe7daffa66458fb844b6b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8168,0x13ca2cf84365bd2daffd4a7e364ea11388607c37,0x7c1958ba95ab3170f6069dadf4de304b0c00000c,30.99,seaport,18510270,1699241161,0x3c043927dba677ef0d30fd477122a5c23b7a160295ce7069dc6da33b3e88486e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7375,0xdf969692c4121f317499f714c2dbd5e964301688,0x4e7d16eaf4ba65b8bd867f570c39252d6bc81d80,30.0,x2y2,18508868,1699224200,0x44a8f97b7de14bde6fc6532650ec5603db61df4c0f4dfdfd6a83e20f58d986b1
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9617,0x84ff230923ca241f290c2c34e718a11441bcaca3,0x7c709e2c1e9f58f104dbf65aac9d0a6fc9773118,36.0,seaport,18499909,1699115813,0xc6837f7c69a8dbc5329349c6ee47a6607139c4fca0a33cee7ec789ee35058ffc
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3511,0xdd29a6514ba7f92e51b42070f2c2ae8063096c7a,0xcafba4ca4a4886ae0938cc8ef91b605db9e4bf08,29.94,seaport,18498768,1699102009,0x20cdfcc6e1d3f3503348c288bb4c97126aafda8af1dbae3af3bda003855ab1c0
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7993,0x1e655e4e3953488d362b05e892eab1cb29896e10,0x441c5d77fb66c185235844a1036e02b8c425d7e3,32.49,seaport,18498724,1699101477,0xaa96c8b4686e4b6a245dea531eabff9c23540eeb25b3c63a496b1e80febc18da
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3315,0x880aa7cbf18e42fa185de3a82ad6308a86e2acc1,0xfef05f6fa3a5f6463902e8f6325f4d633b4c0218,33.85,seaport,18498561,1699099505,0xe6baf8d75d0964e886070bc5971004a62f3afd66fbeaf5950334117d38f16704
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,908,0xdd29a6514ba7f92e51b42070f2c2ae8063096c7a,0xbc4bbd7a2ce9001ca18324602ac66733731656ed,29.949951,seaport,18498527,1699099094,0xedd635b2ebb7a6ca91b503be139c2ea0e4757f2424733e2a802b6954537b50ff
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2679,0x2d6c4d5b3668b15508cdfd367a8de89867e2e4fe,0x2d6c4d5b3668b15508cdfd367a8de89867e2e4fe,27.675765,seaport,18497927,1699091835,0x7b4bcc42e6c343d41f70903b4aeba66a153feec8253b06e4e519c0b31fc6d679
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2679,0x0097b9cfe64455eed479292671a1121f502bc954,0x2d6c4d5b3668b15508cdfd367a8de89867e2e4fe,29.095035,seaport,18497927,1699091835,0x7b4bcc42e6c343d41f70903b4aeba66a153feec8253b06e4e519c0b31fc6d679
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,878,0x1edcccddb214cd3c20613708d9c9ead9cd2476db,0x47147c03b34e177020905afe309b77636ecac256,40.0,seaport,18495506,1699062546,0x43ec356c52381097a16694ccc3dcb2fbd009fa7fd132478ca6c2c0b6df052e6d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3676,0x1edcccddb214cd3c20613708d9c9ead9cd2476db,0x1edcccddb214cd3c20613708d9c9ead9cd2476db,26.94238,seaport,18495261,1699059582,0xc46b45e33e5920bc0b239fcc58aa34d9285553d68cda1b9f95460f3281b1a9ff
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3676,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0x1edcccddb214cd3c20613708d9c9ead9cd2476db,29.77842,seaport,18495261,1699059582,0xc46b45e33e5920bc0b239fcc58aa34d9285553d68cda1b9f95460f3281b1a9ff
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5031,0x6de2e2f6c36312ec38c0132e72c45cf486f81d92,0x0bfff40545a2250c3f11993e7b75dbbcb11e36ac,38.69,seaport,18494142,1699046044,0x23232d8f009750fe13f82e6f0edc02f5794784bddce451a193e5473069c7cfb4
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4995,0xd9d728eb0d7e4ec9d256d458923eb64e59c5370f,0xd9d728eb0d7e4ec9d256d458923eb64e59c5370f,31.87275,seaport,18492825,1699030111,0x852f3d7a66d3ca822fe2946a8f5fd9cf8707908012f2b2d645c6663c488f7ce7
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4995,0xa4fb0e1f6ad0a87a3ec2427ca3a944c42d19d1ca,0xd9d728eb0d7e4ec9d256d458923eb64e59c5370f,33.50725,seaport,18492825,1699030111,0x852f3d7a66d3ca822fe2946a8f5fd9cf8707908012f2b2d645c6663c488f7ce7
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7256,0xb0e5cecada15d95ebb7a2a7c19bc5ed44b4aca12,0xb0e5cecada15d95ebb7a2a7c19bc5ed44b4aca12,33.345,seaport,18490857,1699006302,0x24a234e0326c056091aee29bfed4f51505ed39d927d213d90f2ca70d90132750
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7256,0xfef05f6fa3a5f6463902e8f6325f4d633b4c0218,0xb0e5cecada15d95ebb7a2a7c19bc5ed44b4aca12,35.055,seaport,18490857,1699006302,0x24a234e0326c056091aee29bfed4f51505ed39d927d213d90f2ca70d90132750
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3402,0x09c0f83a78e19a0268c5337467b3055423e42196,0x3e316f6abe52fc5cf70a6c9c0932dcb1fcbf3d62,30.2389,seaport,18490675,1699004100,0xf68c1e3974170d695221dc7b114406a8acffd2cd1f3756c5c4bde90a0b915db5
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3158,0xc4fd1ebe33a26082b564ab909fd6a58e7eb47cbe,0xc4fd1ebe33a26082b564ab909fd6a58e7eb47cbe,29.5515,seaport,18487927,1698970854,0x09472fcb30198be994cfff8c94e1da82ca9e3bd7d81c6403a45eae26cf64bb97
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3158,0x0e73d837b29ac157d072c946ad65d3fa9a5750ba,0xc4fd1ebe33a26082b564ab909fd6a58e7eb47cbe,29.8485,seaport,18487927,1698970854,0x09472fcb30198be994cfff8c94e1da82ca9e3bd7d81c6403a45eae26cf64bb97
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6289,0xffbd08371fae1e00e28be21d7a274790ba2dbaf6,0xc361af36b90b9cca650547bd7f3357bd59f06e7e,31.4,seaport,18486723,1698956288,0x3aee9f7337c93ca62debee2429fdc706db92f3366c0ebaa24eea5a3296bc839e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,644,0xffbd08371fae1e00e28be21d7a274790ba2dbaf6,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,31.39,seaport,18486719,1698956240,0xbc08ff208826fbb83ed6cde035502540b7f163eb0ddf9d0530a20e9551e40ff7
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4310,0xffbd08371fae1e00e28be21d7a274790ba2dbaf6,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,30.69689,seaport,18486707,1698956095,0x9732613aa4010009146c55185a43bfa4a1a2a0b094595d8e1f4c553a4f3c936e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8990,0xffbd08371fae1e00e28be21d7a274790ba2dbaf6,0xd8b9c8951dd24019ee4e0d5902ac18530f3f7b21,30.55,seaport,18486701,1698956022,0x752d11c37ce71852b570d82960ad237a46e756cb33534636732d5a9819b1a3ff
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8892,0xb77f661fdf4f5908b37db4536a150e549c934c5b,0xb77f661fdf4f5908b37db4536a150e549c934c5b,32.175,seaport,18486029,1698947892,0xc275085aa8b9ff66c06823b8e7d5d11f4b1f59fb5feb9c00e8cd0a2f6e71cbd0
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8892,0x0d5489b63dde73e1ccb49c594da88257c60494c3,0xb77f661fdf4f5908b37db4536a150e549c934c5b,33.825,seaport,18486029,1698947892,0xc275085aa8b9ff66c06823b8e7d5d11f4b1f59fb5feb9c00e8cd0a2f6e71cbd0
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8933,0x7fb6123f947dff6bd83f2f7a05fa35367abb7ced,0xf7898b99b31983cdd84fab65407b122ea8d0647f,32.0,seaport,18485211,1698937996,0xd9d2f6e7b64610c39f3984e811d6da6822c1e8ff372ceb1a78a68b2733db0e92
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4310,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0xb8aba8123e5b94ec2d3963bfee75a0ab836cefb2,32.00799,seaport,18480567,1698881813,0xe275663d09e21aadd438614add05868373e3590f08b136d6290c3d71b5738420
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6116,0xffbd08371fae1e00e28be21d7a274790ba2dbaf6,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,31.5,seaport,18480206,1698877445,0x0732f1d6ea72a7ca567ee071e80469f55f624d8d100087af1987e5b5f0e825b5
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4763,0xffbd08371fae1e00e28be21d7a274790ba2dbaf6,0x0097b9cfe64455eed479292671a1121f502bc954,31.689955,seaport,18480037,1698875401,0xc3494a59fa4ee04e62b94a17def464bd53692fd50027999e630d1144a3cf087b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7599,0xffbd08371fae1e00e28be21d7a274790ba2dbaf6,0x0cb4208a14cc99a6ac064e0bcad67d4b9576a80e,32.0,seaport,18480016,1698875147,0x88eaebaa2d27f6dbd2214f1bf885e3b4e9a92eedacad018939fdb61a5b3ddf62
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2221,0xffbd08371fae1e00e28be21d7a274790ba2dbaf6,0xd8b9c8951dd24019ee4e0d5902ac18530f3f7b21,31.99,seaport,18479996,1698874905,0x8e67e6b69a5a40c2c41198d75881ddfe1fb8a116c1a3f1c1377cfbebe0017caf
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1126,0x7fb6123f947dff6bd83f2f7a05fa35367abb7ced,0xd7d126110624a753cd36a5bbcc0345825ee428ec,36.36,seaport,18479065,1698863641,0xc55acdd8290561b496df1417025c7481563ed4db4656be0f8c195cf2f43b9669
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3158,0x8ae57a027c63fca8070d1bf38622321de8004c67,0x36f9d68246329fd3d11d31a9d6947af2ea7de136,33.0,seaport,18478921,1698861899,0x080b265794020b9845a1100e387b6950f1da350727d5afdf49b02a5bb7f574b3
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4944,0xd0c225f8b9f766a613c2ba6a5a9f8cc08dbc120e,0xd0c225f8b9f766a613c2ba6a5a9f8cc08dbc120e,30.070268,seaport,18477882,1698849329,0x22fcb1c024aceed82ff63cabce82daef4c8cf8503e25f9aa1b74815bc1456c1a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4944,0x41af51792cdcfab9bdc0239f1d1c274e0b2682ae,0xd0c225f8b9f766a613c2ba6a5a9f8cc08dbc120e,31.612333,seaport,18477882,1698849329,0x22fcb1c024aceed82ff63cabce82daef4c8cf8503e25f9aa1b74815bc1456c1a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,367,0x0b8f4c4e7626a91460dac057eb43e0de59d5b44f,0x5e525f13ebec9a839e7a5d69a901c726110ef179,33.25,seaport,18477388,1698843353,0x4d104d5d711cc5254f91cce73340f3bf3555681de8a8f39d36ae2e8a47a0785b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4455,0x984fcef7a75f8bbc23e0168b049b19bbcd14f562,0x984fcef7a75f8bbc23e0168b049b19bbcd14f562,30.7125,seaport,18477163,1698840631,0x260f3b3462e20f1934779b231fce17dcfcfd4228d890dd8598b0f1c41c4b5095
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4455,0x441c5d77fb66c185235844a1036e02b8c425d7e3,0x984fcef7a75f8bbc23e0168b049b19bbcd14f562,32.2875,seaport,18477163,1698840631,0x260f3b3462e20f1934779b231fce17dcfcfd4228d890dd8598b0f1c41c4b5095
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8217,0x8185191ca6bfb4b76214abb3572be413e51d24bc,0x5e525f13ebec9a839e7a5d69a901c726110ef179,31.75,seaport,18476718,1698835247,0xeac18d8873cd45e71bc92b641839345c9ebf1eac441aedfb95268447195fd59b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3170,0x9f195fc8c58695ca1c34c9f29d52c950a6b2418f,0x58867fa928b92ca3dc1c709d058ea1bfa1fc28d5,31.15,seaport,18475511,1698820645,0x8dbaf5a909236fb73c19d01cf7855777e276124def9f7a0caded880ffe8e0d53
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5200,0x7a3010b00d9866c80cadafeca573490e432ba3ac,0x69986d5af481c14ca1351c8f330a34a0afcd90bd,31.3,x2y2,18473621,1698797779,0xa4766a194525eb72dd8e03bf815c37415a767ae821c0330752d44c26964bc50c
